taskName,scenarioName,targetLabel,detectorName,detectorMode,scoreOrientation,conditionSnrDb,sourceSnrDb,windowLength,count,positiveCount,negativeCount,minScore,maxScore,meanScore,standardDeviation,aboveThresholdCount,auc
ofdm-signal-present-vs-noise-only,,,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,,128,144,72,72,0.216976,0.269753,0.243159,0.009584,34,0.480613
ofdm-signal-present-vs-noise-only,,,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-3.000000,,64,144,72,72,0.210736,0.283865,0.242130,0.013398,41,0.496721
ofdm-signal-present-vs-noise-only,,,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-3.000000,,128,144,72,72,0.222111,0.271903,0.244539,0.009727,40,0.598669
ofdm-signal-present-vs-noise-only,,,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,0.000000,,64,144,72,72,0.207473,0.284585,0.241390,0.013801,35,0.522473
ofdm-signal-present-vs-noise-only,,,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,0.000000,,128,144,72,72,0.217348,0.269596,0.244628,0.009209,40,0.519290
ofdm-signal-present-vs-noise-only,,,lzmsa-mean-compressed-byte-value,mean-compressed-byte-value,HigherScoreMorePositive,-9.000000,,64,144,72,72,125.943452,136.886905,131.722539,2.271364,133,0.425926
ofdm-signal-present-vs-noise-only,,,lzmsa-mean-compressed-byte-value,mean-compressed-byte-value,HigherScoreMorePositive,-9.000000,,128,144,72,72,127.864987,134.450075,131.221948,1.436915,142,0.552469
ofdm-signal-present-vs-noise-only,,,lzmsa-mean-compressed-byte-value,mean-compressed-byte-value,HigherScoreMorePositive,-3.000000,,64,144,72,72,125.301980,136.600000,131.710713,2.306389,135,0.458526
ofdm-signal-present-vs-noise-only,,,lzmsa-mean-compressed-byte-value,mean-compressed-byte-value,HigherScoreMorePositive,-3.000000,,128,144,72,72,127.337845,134.605025,131.452927,1.521433,143,0.483025
ofdm-signal-present-vs-noise-only,,,lzmsa-mean-compressed-byte-value,mean-compressed-byte-value,HigherScoreMorePositive,0.000000,,64,144,72,72,124.844091,136.736581,131.666491,2.417819,136,0.490934
ofdm-signal-present-vs-noise-only,,,lzmsa-mean-compressed-byte-value,mean-compressed-byte-value,HigherScoreMorePositive,0.000000,,128,144,72,72,126.681138,136.957648,131.421095,1.760473,141,0.531057
ofdm-signal-present-vs-noise-only,,,lzmsa-paper,paper-byte-sum,HigherScoreMorePositive,-9.000000,,64,144,72,72,126951.000000,137982.000000,132517.152778,2358.836561,144,0.440297
ofdm-signal-present-vs-noise-only,,,lzmsa-paper,paper-byte-sum,HigherScoreMorePositive,-9.000000,,128,144,72,72,253812.000000,267959.000000,261505.402778,2938.732182,144,0.547936
ofdm-signal-present-vs-noise-only,,,lzmsa-paper,paper-byte-sum,HigherScoreMorePositive,-3.000000,,64,144,72,72,126498.000000,137966.000000,132665.104167,2405.379488,144,0.508681
ofdm-signal-present-vs-noise-only,,,lzmsa-paper,paper-byte-sum,HigherScoreMorePositive,-3.000000,,128,144,72,72,254039.000000,268240.000000,262152.090278,3151.078230,144,0.575617
ofdm-signal-present-vs-noise-only,,,lzmsa-paper,paper-byte-sum,HigherScoreMorePositive,0.000000,,64,144,72,72,125718.000000,139542.000000,132875.597222,2566.895364,144,0.567901
ofdm-signal-present-vs-noise-only,,,lzmsa-paper,paper-byte-sum,HigherScoreMorePositive,0.000000,,128,144,72,72,253357.000000,274874.000000,262432.777778,3676.229109,144,0.663484
ofdm-signal-present-vs-noise-only,,,lzmsa-suffix-third-mean-compressed-byte-value,suffix-third-mean-compressed-byte-value,HigherScoreMorePositive,-9.000000,,64,144,72,72,119.136095,142.434524,132.122303,4.290422,123,0.380015
ofdm-signal-present-vs-noise-only,,,lzmsa-suffix-third-mean-compressed-byte-value,suffix-third-mean-compressed-byte-value,HigherScoreMorePositive,-9.000000,,128,144,72,72,124.332831,138.909502,131.363744,2.611439,124,0.397859
ofdm-signal-present-vs-noise-only,,,lzmsa-suffix-third-mean-compressed-byte-value,suffix-third-mean-compressed-byte-value,HigherScoreMorePositive,-3.000000,,64,144,72,72,121.604167,141.759644,131.814675,3.918107,123,0.445602
ofdm-signal-present-vs-noise-only,,,lzmsa-suffix-third-mean-compressed-byte-value,suffix-third-mean-compressed-byte-value,HigherScoreMorePositive,-3.000000,,128,144,72,72,124.265060,139.725904,131.395901,2.916294,125,0.441744
ofdm-signal-present-vs-noise-only,,,lzmsa-suffix-third-mean-compressed-byte-value,suffix-third-mean-compressed-byte-value,HigherScoreMorePositive,0.000000,,64,144,72,72,119.500000,143.062874,131.909587,3.935679,122,0.491609
ofdm-signal-present-vs-noise-only,,,lzmsa-suffix-third-mean-compressed-byte-value,suffix-third-mean-compressed-byte-value,HigherScoreMorePositive,0.000000,,128,144,72,72,121.726998,138.301349,131.544760,2.878166,129,0.528356
