taskName,detectorName,detectorMode,scoreOrientation,conditionSnrDb,windowLength,threshold,tpr,fpr,truePositives,falsePositives,positiveCount,negativeCount,auc,sourcePointCount
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,,0.000000,0.000000,0,0,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.266010,0.041667,0.069444,3,5,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.260697,0.097222,0.125000,7,9,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.257455,0.180556,0.152778,13,11,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.253984,0.277778,0.180556,20,13,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.251741,0.319444,0.263889,23,19,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.249255,0.388889,0.333333,28,24,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.246276,0.444444,0.416667,32,30,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.244048,0.500000,0.500000,36,36,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.241345,0.611111,0.513889,44,37,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.238095,0.666667,0.597222,48,43,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.236291,0.777778,0.638889,56,46,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.234297,0.819444,0.736111,59,53,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.232072,0.875000,0.777778,63,56,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.229703,0.916667,0.847222,66,61,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.222772,0.972222,0.902778,70,65,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,64,0.197408,1.000000,1.000000,72,72,72,72,0.550444,127
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,128,,0.000000,0.000000,0,0,72,72,0.461130,137
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,128,0.258794,0.069444,0.055556,5,4,72,72,0.461130,137
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,128,0.255907,0.111111,0.125000,8,9,72,72,0.461130,137
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,128,0.253000,0.138889,0.222222,10,16,72,72,0.461130,137
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,128,0.250757,0.180556,0.291667,13,21,72,72,0.461130,137
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,128,0.248248,0.250000,0.375000,18,27,72,72,0.461130,137
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,128,0.247485,0.333333,0.402778,24,29,72,72,0.461130,137
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,128,0.246493,0.430556,0.444444,31,32,72,72,0.461130,137
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,128,0.245236,0.486111,0.500000,35,36,72,72,0.461130,137
