taskName,detectorName,detectorMode,scoreOrientation,conditionSnrDb,windowLength,threshold,tpr,fpr,truePositives,falsePositives,positiveCount,negativeCount,auc,sourcePointCount
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-9.000000,64,,0.000000,0.000000,0,0,144,144,0.428337,216
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-9.000000,64,0.262165,0.048611,0.055556,7,8,144,144,0.428337,216
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-9.000000,64,0.255676,0.090278,0.125000,13,18,144,144,0.428337,216
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-9.000000,64,0.252234,0.138889,0.180556,20,26,144,144,0.428337,216
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-9.000000,64,0.250497,0.201389,0.222222,29,32,144,144,0.428337,216
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-9.000000,64,0.248008,0.277778,0.298611,40,43,144,144,0.428337,216
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-9.000000,64,0.245545,0.312500,0.375000,45,54,144,144,0.428337,216
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-9.000000,64,0.242899,0.368056,0.430556,53,62,144,144,0.428337,216
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-9.000000,64,0.240318,0.430556,0.506944,62,73,144,144,0.428337,216
gaussian-emitter-vs-noise-only,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-9.000000,64,0.238806,0.472222,0.583333,68,84,144,144,0.428337,216
