taskName,scenarioName,targetLabel,detectorName,detectorMode,scoreOrientation,conditionSnrDb,sourceSnrDb,windowLength,count,positiveCount,negativeCount,minScore,maxScore,meanScore,standardDeviation,aboveThresholdCount,auc
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-9.000000,,64,288,144,144,0.195825,0.271372,0.240061,0.012676,67,0.428337
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-9.000000,,128,288,144,144,0.211606,0.265797,0.241033,0.009644,51,0.500096
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-3.000000,,64,288,144,144,0.208955,0.278932,0.238605,0.013014,62,0.478926
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,-3.000000,,128,288,144,144,0.217435,0.268232,0.240286,0.009184,36,0.403091
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,0.000000,,64,288,144,144,0.204568,0.283186,0.239451,0.013539,70,0.395231
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-0-63-proportion,compressed-byte-bucket-0-63-proportion,HigherScoreMorePositive,0.000000,,128,288,144,144,0.213180,0.264721,0.240311,0.009863,50,0.388817
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-128-191-proportion,compressed-byte-bucket-128-191-proportion,HigherScoreMorePositive,-9.000000,,64,288,144,144,0.204000,0.284148,0.241823,0.013585,80,0.482615
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-128-191-proportion,compressed-byte-bucket-128-191-proportion,HigherScoreMorePositive,-9.000000,,128,288,144,144,0.219110,0.276296,0.245495,0.009402,86,0.432677
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-128-191-proportion,compressed-byte-bucket-128-191-proportion,HigherScoreMorePositive,-3.000000,,64,288,144,144,0.208955,0.293769,0.243799,0.012898,91,0.531877
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-128-191-proportion,compressed-byte-bucket-128-191-proportion,HigherScoreMorePositive,-3.000000,,128,288,144,144,0.216976,0.273276,0.244221,0.009605,85,0.529490
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-128-191-proportion,compressed-byte-bucket-128-191-proportion,HigherScoreMorePositive,0.000000,,64,288,144,144,0.208375,0.277612,0.245243,0.012827,102,0.516300
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-128-191-proportion,compressed-byte-bucket-128-191-proportion,HigherScoreMorePositive,0.000000,,128,288,144,144,0.217588,0.270121,0.244492,0.009502,79,0.463566
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-192-255-proportion,compressed-byte-bucket-192-255-proportion,HigherScoreMorePositive,-9.000000,,64,288,144,144,0.235821,0.314115,0.273748,0.014605,272,0.541016
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-192-255-proportion,compressed-byte-bucket-192-255-proportion,HigherScoreMorePositive,-9.000000,,128,288,144,144,0.238311,0.293941,0.269002,0.009791,279,0.601587
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-192-255-proportion,compressed-byte-bucket-192-255-proportion,HigherScoreMorePositive,-3.000000,,64,288,144,144,0.242032,0.323413,0.274903,0.013974,277,0.520833
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-192-255-proportion,compressed-byte-bucket-192-255-proportion,HigherScoreMorePositive,-3.000000,,128,288,144,144,0.242333,0.297894,0.271550,0.010199,284,0.547671
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-192-255-proportion,compressed-byte-bucket-192-255-proportion,HigherScoreMorePositive,0.000000,,64,288,144,144,0.233038,0.312749,0.272399,0.013909,274,0.523558
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-192-255-proportion,compressed-byte-bucket-192-255-proportion,HigherScoreMorePositive,0.000000,,128,288,144,144,0.244500,0.296555,0.270817,0.009575,282,0.582345
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,,64,288,144,144,0.197408,0.283168,0.244367,0.014085,94,0.524643
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-9.000000,,128,288,144,144,0.220551,0.271723,0.244470,0.008960,76,0.477840
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-3.000000,,64,288,144,144,0.210682,0.284861,0.242693,0.012057,73,0.456187
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,-3.000000,,128,288,144,144,0.218373,0.269714,0.243942,0.008977,74,0.514540
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,0.000000,,64,288,144,144,0.206554,0.279208,0.242906,0.012209,83,0.544488
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-bucket-64-127-proportion,compressed-byte-bucket-64-127-proportion,HigherScoreMorePositive,0.000000,,128,288,144,144,0.218045,0.269076,0.244380,0.009026,82,0.573881
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-variance,compressed-byte-variance,HigherScoreMorePositive,-9.000000,,64,288,144,144,5175.010888,6004.532629,5608.371117,151.060328,288,0.500289
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-variance,compressed-byte-variance,HigherScoreMorePositive,-9.000000,,128,288,144,144,5310.490394,5891.399933,5556.615921,108.395093,288,0.582079
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-variance,compressed-byte-variance,HigherScoreMorePositive,-3.000000,,64,288,144,144,5234.069121,6059.444454,5614.225547,149.940413,288,0.456501
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-variance,compressed-byte-variance,HigherScoreMorePositive,-3.000000,,128,288,144,144,5293.746173,5836.407743,5564.724946,106.740820,288,0.462432
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-variance,compressed-byte-variance,HigherScoreMorePositive,0.000000,,64,288,144,144,5164.705500,5956.699278,5578.524517,148.683371,288,0.447193
gaussian-emitter-vs-noise-only,,,lzmsa-compressed-byte-variance,compressed-byte-variance,HigherScoreMorePositive,0.000000,,128,288,144,144,5291.677948,5846.604200,5554.007559,108.757541,288,0.448881
