representationFamilyId,scaleValue,seed,taskName,conditionSnrDb,windowLength,aucLzmsaPaper,aucLzmsaMeanCompressedByteValue,aucLzmsaCompressedByteBucket64To127Proportion,aucLzmsaSuffixThirdMeanCompressedByteValue,absoluteDeltaFromPaperMeanCompressedByteValue,absoluteDeltaFromPaperCompressedByteBucket64To127Proportion,absoluteDeltaFromPaperSuffixThirdMeanCompressedByteValue
raw-scaled,1,24680,gaussian-emitter-vs-noise-only,-3.000000,128,0.488329,0.411844,0.486015,0.458333,0.076485,0.002314,0.029996
raw-scaled,1,24680,gaussian-emitter-vs-noise-only,0.000000,64,0.581019,0.475694,0.566454,0.439236,0.105325,0.014565,0.141783
raw-scaled,1,24680,gaussian-emitter-vs-noise-only,0.000000,128,0.691165,0.552662,0.510802,0.535108,0.138503,0.180363,0.156057
raw-scaled,1,24680,ofdm-signal-present-vs-noise-only,-9.000000,64,0.475116,0.444252,0.538677,0.456983,0.030864,0.063561,0.018133
raw-scaled,1,24680,ofdm-signal-present-vs-noise-only,-9.000000,128,0.614969,0.582562,0.490741,0.547068,0.032407,0.124228,0.067901
raw-scaled,1,24680,ofdm-signal-present-vs-noise-only,-3.000000,64,0.613812,0.589892,0.580343,0.492477,0.023920,0.033469,0.121335
raw-scaled,1,24680,ofdm-signal-present-vs-noise-only,-3.000000,128,0.640239,0.569637,0.512442,0.576968,0.070602,0.127797,0.063271
raw-scaled,1,24680,ofdm-signal-present-vs-noise-only,0.000000,64,0.609761,0.541474,0.544367,0.545235,0.068287,0.065394,0.064526
raw-scaled,1,24680,ofdm-signal-present-vs-noise-only,0.000000,128,0.707948,0.597415,0.523727,0.585455,0.110533,0.184221,0.122493
raw-scaled,1,86420,gaussian-emitter-vs-noise-only,-9.000000,64,0.508681,0.462191,0.542631,0.409722,0.046490,0.033950,0.098959
raw-scaled,1,86420,gaussian-emitter-vs-noise-only,-9.000000,128,0.498650,0.493441,0.518519,0.496142,0.005209,0.019869,0.002508
raw-scaled,1,86420,gaussian-emitter-vs-noise-only,-3.000000,64,0.649884,0.597222,0.517072,0.624421,0.052662,0.132812,0.025463
raw-scaled,1,86420,gaussian-emitter-vs-noise-only,-3.000000,128,0.588927,0.496142,0.521991,0.490548,0.092785,0.066936,0.098379
raw-scaled,1,86420,gaussian-emitter-vs-noise-only,0.000000,64,0.585745,0.471836,0.569927,0.520833,0.113909,0.015818,0.064912
raw-scaled,1,86420,gaussian-emitter-vs-noise-only,0.000000,128,0.755015,0.635224,0.575424,0.610340,0.119791,0.179591,0.144675
raw-scaled,1,86420,ofdm-signal-present-vs-noise-only,-9.000000,64,0.440297,0.425926,0.470197,0.380015,0.014371,0.029900,0.060282
raw-scaled,1,86420,ofdm-signal-present-vs-noise-only,-9.000000,128,0.547936,0.552469,0.480613,0.397859,0.004533,0.067323,0.150077
raw-scaled,1,86420,ofdm-signal-present-vs-noise-only,-3.000000,64,0.508681,0.458526,0.496721,0.445602,0.050155,0.011960,0.063079
raw-scaled,1,86420,ofdm-signal-present-vs-noise-only,-3.000000,128,0.575617,0.483025,0.598669,0.441744,0.092592,0.023052,0.133873
raw-scaled,1,86420,ofdm-signal-present-vs-noise-only,0.000000,64,0.567901,0.490934,0.522473,0.491609,0.076967,0.045428,0.076292
raw-scaled,1,86420,ofdm-signal-present-vs-noise-only,0.000000,128,0.663484,0.531057,0.519290,0.528356,0.132427,0.144194,0.135128
raw-scaled,1,97531,gaussian-emitter-vs-noise-only,-9.000000,64,0.566358,0.548804,0.550444,0.552662,0.017554,0.015914,0.013696
raw-scaled,1,97531,gaussian-emitter-vs-noise-only,-9.000000,128,0.504823,0.512924,0.461130,0.504244,0.008101,0.043693,0.000579
raw-scaled,1,97531,gaussian-emitter-vs-noise-only,-3.000000,64,0.666184,0.595293,0.460841,0.586034,0.070891,0.205343,0.080150
raw-scaled,1,97531,gaussian-emitter-vs-noise-only,-3.000000,128,0.697531,0.640046,0.504823,0.591435,0.057485,0.192708,0.106096
raw-scaled,1,97531,gaussian-emitter-vs-noise-only,0.000000,64,0.674961,0.592978,0.576775,0.575039,0.081983,0.098186,0.099922
raw-scaled,1,97531,gaussian-emitter-vs-noise-only,0.000000,128,0.703318,0.588927,0.618248,0.615548,0.114391,0.085070,0.087770
raw-scaled,1,97531,ofdm-signal-present-vs-noise-only,-9.000000,64,0.454282,0.454861,0.503183,0.452353,0.000579,0.048901,0.001929
raw-scaled,1,97531,ofdm-signal-present-vs-noise-only,-9.000000,128,0.546489,0.516782,0.435089,0.538387,0.029707,0.111400,0.008102
raw-scaled,1,97531,ofdm-signal-present-vs-noise-only,-3.000000,64,0.585262,0.535494,0.477527,0.589313,0.049768,0.107735,0.004051
raw-scaled,1,97531,ofdm-signal-present-vs-noise-only,-3.000000,128,0.576582,0.505208,0.507427,0.420718,0.071374,0.069155,0.155864
raw-scaled,1,97531,ofdm-signal-present-vs-noise-only,0.000000,64,0.606289,0.506366,0.479938,0.530864,0.099923,0.126351,0.075425
raw-scaled,1,97531,ofdm-signal-present-vs-noise-only,0.000000,128,0.651620,0.528549,0.470775,0.536844,0.123071,0.180845,0.114776
raw-scaled,2,24680,gaussian-emitter-vs-noise-only,-9.000000,64,0.415895,0.432870,0.556134,0.556134,0.016975,0.140239,0.140239
raw-scaled,2,24680,gaussian-emitter-vs-noise-only,-9.000000,128,0.441165,0.455440,0.565683,0.509838,0.014275,0.124518,0.068673
raw-scaled,2,24680,gaussian-emitter-vs-noise-only,-3.000000,64,0.362751,0.357832,0.509163,0.452160,0.004919,0.146412,0.089409
raw-scaled,2,24680,gaussian-emitter-vs-noise-only,-3.000000,128,0.363040,0.389275,0.472126,0.425251,0.026235,0.109086,0.062211
raw-scaled,2,24680,gaussian-emitter-vs-noise-only,0.000000,64,0.398245,0.409529,0.497685,0.461420,0.011284,0.099440,0.063175
raw-scaled,2,24680,gaussian-emitter-vs-noise-only,0.000000,128,0.323110,0.310571,0.443287,0.389275,0.012539,0.120177,0.066165
raw-scaled,2,24680,ofdm-signal-present-vs-noise-only,-9.000000,64,0.498457,0.503472,0.521026,0.542631,0.005015,0.022569,0.044174
raw-scaled,2,24680,ofdm-signal-present-vs-noise-only,-9.000000,128,0.438465,0.436921,0.487365,0.498264,0.001544,0.048900,0.059799
raw-scaled,2,24680,ofdm-signal-present-vs-noise-only,-3.000000,64,0.405864,0.435378,0.480710,0.426119,0.029514,0.074846,0.020255
raw-scaled,2,24680,ofdm-signal-present-vs-noise-only,-3.000000,128,0.253665,0.260031,0.493345,0.351852,0.006366,0.239680,0.098187
raw-scaled,2,24680,ofdm-signal-present-vs-noise-only,0.000000,64,0.392554,0.437693,0.428434,0.404707,0.045139,0.035880,0.012153
raw-scaled,2,24680,ofdm-signal-present-vs-noise-only,0.000000,128,0.461806,0.463156,0.451775,0.462770,0.001350,0.010031,0.000964
raw-scaled,2,86420,gaussian-emitter-vs-noise-only,-9.000000,64,0.471065,0.468557,0.510899,0.461613,0.002508,0.039834,0.009452
raw-scaled,2,86420,gaussian-emitter-vs-noise-only,-9.000000,128,0.459877,0.475887,0.466917,0.478009,0.016010,0.007040,0.018132
raw-scaled,2,86420,gaussian-emitter-vs-noise-only,-3.000000,64,0.332562,0.353974,0.422164,0.462963,0.021412,0.089602,0.130401
raw-scaled,2,86420,gaussian-emitter-vs-noise-only,-3.000000,128,0.440201,0.421489,0.438657,0.462191,0.018712,0.001544,0.021990
raw-scaled,2,86420,gaussian-emitter-vs-noise-only,0.000000,64,0.507137,0.488619,0.422647,0.488812,0.018518,0.084490,0.018325
raw-scaled,2,86420,gaussian-emitter-vs-noise-only,0.000000,128,0.419753,0.427083,0.433931,0.398920,0.007330,0.014178,0.020833
raw-scaled,2,86420,ofdm-signal-present-vs-noise-only,-9.000000,64,0.345100,0.338735,0.569444,0.392747,0.006365,0.224344,0.047647
raw-scaled,2,86420,ofdm-signal-present-vs-noise-only,-9.000000,128,0.447338,0.456019,0.483025,0.416281,0.008681,0.035687,0.031057
raw-scaled,2,86420,ofdm-signal-present-vs-noise-only,-3.000000,64,0.350598,0.352141,0.458526,0.396605,0.001543,0.107928,0.046007
raw-scaled,2,86420,ofdm-signal-present-vs-noise-only,-3.000000,128,0.352141,0.344329,0.450907,0.469232,0.007812,0.098766,0.117091
raw-scaled,2,86420,ofdm-signal-present-vs-noise-only,0.000000,64,0.407022,0.428819,0.467207,0.492959,0.021797,0.060185,0.085937
raw-scaled,2,86420,ofdm-signal-present-vs-noise-only,0.000000,128,0.423225,0.424190,0.436246,0.461034,0.000965,0.013021,0.037809
raw-scaled,2,97531,gaussian-emitter-vs-noise-only,-9.000000,64,0.531829,0.532793,0.511381,0.516590,0.000964,0.020448,0.015239
raw-scaled,2,97531,gaussian-emitter-vs-noise-only,-9.000000,128,0.425347,0.439429,0.455054,0.419367,0.014082,0.029707,0.005980
raw-scaled,2,97531,gaussian-emitter-vs-noise-only,-3.000000,64,0.392458,0.402392,0.542631,0.470293,0.009934,0.150173,0.077835
raw-scaled,2,97531,gaussian-emitter-vs-noise-only,-3.000000,128,0.380980,0.384934,0.396219,0.328897,0.003954,0.015239,0.052083
raw-scaled,2,97531,gaussian-emitter-vs-noise-only,0.000000,64,0.351466,0.357060,0.505691,0.445023,0.005594,0.154225,0.093557
raw-scaled,2,97531,gaussian-emitter-vs-noise-only,0.000000,128,0.421586,0.426312,0.412133,0.489969,0.004726,0.009453,0.068383
raw-scaled,2,97531,ofdm-signal-present-vs-noise-only,-9.000000,64,0.470486,0.455247,0.478299,0.454282,0.015239,0.007813,0.016204
raw-scaled,2,97531,ofdm-signal-present-vs-noise-only,-9.000000,128,0.334877,0.345100,0.522473,0.400077,0.010223,0.187596,0.065200
raw-scaled,2,97531,ofdm-signal-present-vs-noise-only,-3.000000,64,0.324942,0.315586,0.478395,0.394869,0.009356,0.153453,0.069927
raw-scaled,2,97531,ofdm-signal-present-vs-noise-only,-3.000000,128,0.346836,0.342014,0.434124,0.365741,0.004822,0.087288,0.018905
raw-scaled,2,97531,ofdm-signal-present-vs-noise-only,0.000000,64,0.388696,0.389082,0.366609,0.472415,0.000386,0.022087,0.083719
raw-scaled,2,97531,ofdm-signal-present-vs-noise-only,0.000000,128,0.356867,0.359182,0.434414,0.427662,0.002315,0.077547,0.070795
raw-scaled,4,24680,gaussian-emitter-vs-noise-only,-9.000000,64,0.492091,0.509259,0.505883,0.565201,0.017168,0.013792,0.073110
raw-scaled,4,24680,gaussian-emitter-vs-noise-only,-9.000000,128,0.451582,0.466628,0.550829,0.494020,0.015046,0.099247,0.042438
raw-scaled,4,24680,gaussian-emitter-vs-noise-only,-3.000000,64,0.539448,0.554977,0.378279,0.493248,0.015529,0.161169,0.046200
raw-scaled,4,24680,gaussian-emitter-vs-noise-only,-3.000000,128,0.507909,0.535108,0.518711,0.562500,0.027199,0.010802,0.054591
raw-scaled,4,24680,gaussian-emitter-vs-noise-only,0.000000,64,0.517361,0.522955,0.536073,0.536458,0.005594,0.018712,0.019097
raw-scaled,4,24680,gaussian-emitter-vs-noise-only,0.000000,128,0.579186,0.583912,0.608507,0.521798,0.004726,0.029321,0.057388
raw-scaled,4,24680,ofdm-signal-present-vs-noise-only,-9.000000,64,0.570023,0.578897,0.468750,0.519869,0.008874,0.101273,0.050154
raw-scaled,4,24680,ofdm-signal-present-vs-noise-only,-9.000000,128,0.467978,0.459877,0.533083,0.477045,0.008101,0.065105,0.009067
raw-scaled,4,24680,ofdm-signal-present-vs-noise-only,-3.000000,64,0.454475,0.485340,0.470583,0.481481,0.030865,0.016108,0.027006
raw-scaled,4,24680,ofdm-signal-present-vs-noise-only,-3.000000,128,0.407215,0.419753,0.618731,0.425926,0.012538,0.211516,0.018711
raw-scaled,4,24680,ofdm-signal-present-vs-noise-only,0.000000,64,0.519097,0.562693,0.498553,0.495177,0.043596,0.020544,0.023920
raw-scaled,4,24680,ofdm-signal-present-vs-noise-only,0.000000,128,0.598380,0.619213,0.626157,0.607735,0.020833,0.027777,0.009355
raw-scaled,4,86420,gaussian-emitter-vs-noise-only,-9.000000,64,0.459877,0.462770,0.507137,0.409144,0.002893,0.047260,0.050733
raw-scaled,4,86420,gaussian-emitter-vs-noise-only,-9.000000,128,0.453511,0.465471,0.524016,0.434606,0.011960,0.070505,0.018905
raw-scaled,4,86420,gaussian-emitter-vs-noise-only,-3.000000,64,0.492863,0.488040,0.567612,0.456404,0.004823,0.074749,0.036459
raw-scaled,4,86420,gaussian-emitter-vs-noise-only,-3.000000,128,0.414738,0.417052,0.576871,0.415316,0.002314,0.162133,0.000578
raw-scaled,4,86420,gaussian-emitter-vs-noise-only,0.000000,64,0.522377,0.550347,0.548322,0.505691,0.027970,0.025945,0.016686
raw-scaled,4,86420,gaussian-emitter-vs-noise-only,0.000000,128,0.586323,0.615548,0.679591,0.635320,0.029225,0.093268,0.048997
raw-scaled,4,86420,ofdm-signal-present-vs-noise-only,-9.000000,64,0.472222,0.477045,0.433063,0.512539,0.004823,0.039159,0.040317
raw-scaled,4,86420,ofdm-signal-present-vs-noise-only,-9.000000,128,0.372685,0.386574,0.559799,0.459298,0.013889,0.187114,0.086613
raw-scaled,4,86420,ofdm-signal-present-vs-noise-only,-3.000000,64,0.516879,0.537423,0.537905,0.529996,0.020544,0.021026,0.013117
raw-scaled,4,86420,ofdm-signal-present-vs-noise-only,-3.000000,128,0.605806,0.609568,0.618827,0.608796,0.003762,0.013021,0.002990
raw-scaled,4,86420,ofdm-signal-present-vs-noise-only,0.000000,64,0.523148,0.543981,0.564236,0.529128,0.020833,0.041088,0.005980
raw-scaled,4,86420,ofdm-signal-present-vs-noise-only,0.000000,128,0.570409,0.594907,0.550540,0.532986,0.024498,0.019869,0.037423
raw-scaled,4,97531,gaussian-emitter-vs-noise-only,-9.000000,64,0.483603,0.489583,0.498071,0.469907,0.005980,0.014468,0.013696
raw-scaled,4,97531,gaussian-emitter-vs-noise-only,-9.000000,128,0.464506,0.473187,0.529225,0.546393,0.008681,0.064719,0.081887
raw-scaled,4,97531,gaussian-emitter-vs-noise-only,-3.000000,64,0.521412,0.530864,0.525077,0.514853,0.009452,0.003665,0.006559
raw-scaled,4,97531,gaussian-emitter-vs-noise-only,-3.000000,128,0.483410,0.490741,0.580922,0.424769,0.007331,0.097512,0.058641
raw-scaled,4,97531,gaussian-emitter-vs-noise-only,0.000000,64,0.448785,0.469715,0.534915,0.527585,0.020930,0.086130,0.078800
raw-scaled,4,97531,gaussian-emitter-vs-noise-only,0.000000,128,0.644097,0.660880,0.504340,0.603009,0.016783,0.139757,0.041088
raw-scaled,4,97531,ofdm-signal-present-vs-noise-only,-9.000000,64,0.504726,0.501543,0.486786,0.507041,0.003183,0.017940,0.002315
raw-scaled,4,97531,ofdm-signal-present-vs-noise-only,-9.000000,128,0.572049,0.569444,0.572820,0.544174,0.002605,0.000771,0.027875
raw-scaled,4,97531,ofdm-signal-present-vs-noise-only,-3.000000,64,0.543692,0.551698,0.472126,0.544753,0.008006,0.071566,0.001061
raw-scaled,4,97531,ofdm-signal-present-vs-noise-only,-3.000000,128,0.500289,0.505980,0.578607,0.475502,0.005691,0.078318,0.024787
raw-scaled,4,97531,ofdm-signal-present-vs-noise-only,0.000000,64,0.414448,0.418403,0.598380,0.488233,0.003955,0.183932,0.073785
raw-scaled,4,97531,ofdm-signal-present-vs-noise-only,0.000000,128,0.564815,0.564622,0.554398,0.599248,0.000193,0.010417,0.034433
